Date,Close
2012-01-02,4397.080078
2012-01-03,4422.220215
2012-01-04,4487.77002
2012-01-05,4518.910156
2012-01-06,4483.359863
2012-01-10,4561.080078
2012-01-11,4645.859863
2012-01-12,4648.109863
2012-01-13,4613.830078
2012-01-16,4578.919922
2012-01-17,4642.759766
2012-01-18,4677.620117
2012-01-19,4700.370117
2012-01-20,4747.899902
2012-01-24,4714.350098
2012-01-25,4670.490234
2012-01-26,4611.680176
2012-01-27,4679.890137
2012-01-30,4644.490234
2012-01-31,4682.439941
2012-02-01,4715.640137
2012-02-02,4822.080078
2012-02-03,4758.569824
2012-02-06,4816.330078
2012-02-07,4755.97998
2012-02-08,4805.799805
2012-02-09,4769.620117
2012-02-10,4783.52002
2012-02-13,4802.029785
2012-02-14,4775.930176
2012-02-15,4772.470215
2012-02-16,4766.569824
2012-02-17,4880.709961
2012-02-20,4943.839844
2012-02-21,4900.939941
2012-02-22,4934.290039
2012-02-23,4893.47998
2012-02-24,4893
2012-02-27,4799.290039
2012-02-28,4820.430176
2012-02-29,4897.649902
2012-03-01,4938.609863
2012-03-02,5016.299805
2012-03-05,5030.580078
2012-03-06,4967.390137
2012-03-07,4921.359863
2012-03-08,4956.189941
2012-03-09,4980.709961
2012-03-12,4975.169922
2012-03-13,5005.75
2012-03-14,5050.990234
2012-03-15,5031.779785
2012-03-16,5145.890137
2012-03-19,5127
2012-03-20,5102.240234
2012-03-21,5037.939941
2012-03-22,5043.52002
2012-03-23,5042.439941
2012-03-26,5029.629883
2012-03-27,5078.100098
2012-03-28,5067.660156
2012-03-29,5085.240234
2012-03-30,5107.72998
2012-04-02,5110.859863
2012-04-03,5056.47998
2012-04-04,5038.919922
2012-04-10,5022.290039
2012-04-11,5017.439941
2012-04-12,5046.779785
2012-04-13,5097.299805
2012-04-16,5117.459961
2012-04-17,5157.279785
2012-04-18,5186.200195
2012-04-19,5173.279785
2012-04-20,5156.459961
2012-04-23,5163.089844
2012-04-24,5169.600098
2012-04-25,5204.839844
2012-04-26,5218.970215
2012-04-27,5169.049805
2012-04-30,5202.700195
2012-05-02,5228.839844
2012-05-03,5300.410156
2012-05-04,5297.549805
2012-05-07,5229.529785
2012-05-08,5242.060059
2012-05-09,5214.790039
2012-05-10,5192.100098
2012-05-11,5158.140137
2012-05-14,5083.620117
2012-05-15,4977.450195
2012-05-16,4864.22998
2012-05-17,5017.02002
2012-05-18,4879.419922
2012-05-21,4954
2012-05-22,4958.430176
2012-05-23,4928.529785
2012-05-24,4904.220215
2012-05-25,4925.970215
2012-05-28,4952.740234
2012-05-29,5023.109863
2012-05-30,5018.319824
2012-05-31,5091.22998
2012-06-01,5062.439941
2012-06-04,4890.200195
2012-06-05,4925.669922
2012-06-06,4966.580078
2012-06-07,5022.950195
2012-06-08,4994.069824
2012-06-11,5075.850098
2012-06-13,5109.609863
2012-06-14,5020.850098
2012-06-15,4930.629883
2012-06-18,5050.410156
2012-06-19,5081.609863
2012-06-20,5146.459961
2012-06-21,5109.430176
2012-06-22,5120.069824
2012-06-25,5167.200195
2012-06-26,5193.839844
2012-06-27,5257.919922
2012-06-28,5256.149902
2012-06-29,5246.410156
2012-07-02,5300.240234
2012-07-03,5365.700195
2012-07-04,5354.720215
2012-07-05,5369.97998
2012-07-06,5362.680176
2012-07-09,5263.740234
2012-07-10,5240.279785
2012-07-11,5235.439941
2012-07-12,5205.189941
2012-07-13,5214.52002
2012-07-16,5297.990234
2012-07-17,5285.120117
2012-07-18,5220.549805
2012-07-19,5189.370117
2012-07-20,5210.890137
2012-07-23,5139.399902
2012-07-24,5159.740234
2012-07-25,5161.799805
2012-07-26,5152.560059
2012-07-27,5219.549805
2012-07-30,5277.899902
2012-07-31,5307.660156
2012-08-01,5298.720215
2012-08-02,5293.399902
2012-08-03,5285.910156
2012-08-06,5284.160156
2012-08-08,5308.669922
2012-08-09,5256.609863
2012-08-10,5263.350098
2012-08-13,5271.779785
2012-08-14,5265.939941
2012-08-15,5266.660156
2012-08-16,5219.509766
2012-08-17,5206.810059
2012-08-22,5152.149902
2012-08-23,5202.839844
2012-08-24,5143.350098
2012-08-28,5175.620117
2012-08-29,5195.720215
2012-08-30,5149.310059
2012-08-31,5196.189941
2012-09-03,5219.080078
2012-09-04,5175.870117
2012-09-05,5150.810059
2012-09-06,5150.109863
2012-09-07,5201.319824
2012-09-10,5190.810059
2012-09-11,5186.049805
2012-09-12,5207.100098
2012-09-13,5240.5
2012-09-14,5322.470215
2012-09-17,5350.899902
2012-09-18,5331.129883
2012-09-19,5317.029785
2012-09-20,5294.970215
2012-09-21,5292.060059
2012-09-24,5325.600098
2012-09-25,5325.169922
2012-09-26,5292.629883
2012-09-27,5301.490234
2012-09-28,5346.100098
2012-10-01,5308.52002
2012-10-02,5348.680176
2012-10-03,5375.52002
2012-10-04,5443.740234
2012-10-05,5439.839844
2012-10-08,5434.129883
2012-10-09,5394.899902
2012-10-10,5369.600098
2012-10-11,5353.470215
2012-10-12,5369.720215
2012-10-15,5383.220215
2012-10-16,5399.939941
2012-10-17,5438.379883
2012-10-18,5435.939941
2012-10-19,5432.359863
2012-10-22,5424.790039
2012-10-23,5432.319824
2012-10-24,5398.689941
2012-10-25,5405.160156
2012-10-29,5397.419922
2012-10-30,5426.669922
2012-10-31,5424.509766
2012-11-05,5457.819824
2012-11-06,5473.609863
2012-11-07,5437.290039
2012-11-08,5446.709961
2012-11-09,5468.790039
2012-11-12,5470.700195
2012-11-13,5455.919922
2012-11-14,5451.089844
2012-11-15,5414.819824
2012-11-16,5439.279785
2012-11-19,5449.549805
2012-11-20,5500.580078
2012-11-21,5534.180176
2012-11-22,5513.370117
2012-11-23,5552.339844
2012-11-26,5579.419922
2012-11-27,5586.450195
2012-11-28,5633.720215
2012-11-29,5640.450195
2012-12-03,5672.700195
2012-12-04,5706.279785
2012-12-05,5687.720215
2012-12-06,5763.640137
2012-12-07,5794.200195
2012-12-10,5757.540039
2012-12-11,5831.5
2012-12-12,5819.790039
2012-12-13,5787.950195
2012-12-14,5707.109863
2012-12-17,5623.850098
2012-12-18,5636.589844
2012-12-19,5752.390137
2012-12-20,5797.740234
2012-12-21,5823.939941
2012-12-26,5832.830078
2012-12-27,5794.890137
2012-12-28,5812.72998
2013-01-02,5860.990234
2013-01-03,5934.049805
2013-01-04,5971.450195
2013-01-07,6044.910156
2013-01-08,6048.899902
2013-01-09,6091.180176
2013-01-10,6018.569824
2013-01-11,6051.75
2013-01-14,6093.899902
2013-01-15,6087.669922
2013-01-16,6047.52002
2013-01-17,6072.180176
2013-01-18,6139.209961
2013-01-21,6171.700195
2013-01-22,6104.899902
2013-01-23,6092.529785
2013-01-24,6117.27002
2013-01-25,6167.640137
2013-01-28,6192.419922
2013-01-29,6234.72998
2013-01-30,6271.22998
2013-01-31,6242.740234
2013-02-01,6318.609863
2013-02-04,6435.97998
2013-02-05,6470.490234
2013-02-06,6431.350098
2013-02-07,6459.990234
2013-02-08,6458.669922
2013-02-11,6458.009766
2013-02-12,6459.930176
2013-02-13,6527.990234
2013-02-14,6513.410156
2013-02-15,6521.640137
2013-02-18,6565.22998
2013-02-19,6620.720215
2013-02-20,6648.569824
2013-02-21,6667.410156
2013-02-22,6665.060059
2013-02-25,6721.330078
2013-02-26,6630.669922
2013-02-27,6616.27002
2013-02-28,6721.450195
2013-03-01,6642.27002
2013-03-04,6637.560059
2013-03-05,6711.720215
2013-03-06,6835.209961
2013-03-07,6725.129883
2013-03-08,6833.77002
2013-03-11,6813.950195
2013-03-12,6786.419922
2013-03-13,6776.560059
2013-03-14,6694.709961
2013-03-15,6654.600098
2013-03-18,6536.180176
2013-03-19,6426.25
2013-03-20,6419.620117
2013-03-21,6472.97998
2013-03-22,6518.709961
2013-03-25,6597.589844
2013-03-26,6665.120117
2013-03-27,6847.470215
2013-04-01,6839.589844
2013-04-02,6748.430176
2013-04-03,6815.299805
2013-04-04,6783.720215
2013-04-05,6727.140137
2013-04-08,6732.220215
2013-04-10,6815.839844
2013-04-11,6831.740234
