Date,Close
2006-12-18,2877.830078
2006-12-19,2849.709961
2006-12-20,2829.570068
2006-12-21,2862.51001
2006-12-22,2858.310059
2006-12-27,2883.469971
2006-12-28,2943.379883
2006-12-29,2982.540039
2007-01-02,2976.850098
2007-01-03,3020.699951
2007-01-04,3012.73999
2007-01-05,2996.389893
2007-01-08,2952.320068
2007-01-09,2972.320068
2007-01-10,2951.080078
2007-01-11,2940.159912
2007-01-12,2992.330078
2007-01-15,3019.060059
2007-01-16,3070.290039
2007-01-17,3041.560059
2007-01-18,3081.72998
2007-01-19,3085.179932
2007-01-22,3141.280029
2007-01-23,3199.340088
2007-01-24,3244.75
2007-01-25,3275.189941
2007-01-26,3162.820068
2007-01-29,3177.360107
2007-01-30,3196.659912
2007-01-31,3239.27002
2007-02-01,3245.26001
2007-02-02,3269.179932
2007-02-05,3281.899902
2007-02-06,3271.969971
2007-02-07,3232.389893
2007-02-08,3196.080078
2007-02-09,3245.810059
2007-02-12,3234.159912
2007-02-13,3233.909912
2007-02-14,3300.939941
2007-02-15,3379.370117
2007-02-16,3333.560059
2007-02-19,3329.030029
2007-02-20,3375.310059
2007-02-21,3378.919922
2007-02-22,3365.530029
2007-02-23,3389.370117
2007-02-26,3380
2007-02-27,3331.290039
2007-02-28,3067.449951
2007-03-01,3190.120117
2007-03-02,3140.340088
2007-03-05,2997.879883
2007-03-06,2973.27002
2007-03-07,3063.26001
2007-03-08,3028.370117
2007-03-09,3099.820068
2007-03-12,3124.959961
2007-03-13,3181.959961
2007-03-14,3074.280029
2007-03-15,3043.610107
2007-03-16,3062.25
2007-03-19,3041.379883
2007-03-20,3039.310059
2007-03-21,3090.469971
2007-03-22,3178.320068
2007-03-23,3170.050049
2007-03-26,3150.040039
2007-03-27,3174.75
2007-03-28,3162.810059
2007-03-29,3151.719971
2007-03-30,3203.550049
2007-04-02,3229.600098
2007-04-03,3248
2007-04-04,3294.22998
2007-04-10,3304.419922
2007-04-11,3294.209961
2007-04-12,3223.219971
2007-04-13,3217.070068
2007-04-16,3267.860107
2007-04-17,3318.169922
2007-04-18,3295.280029
2007-04-19,3238.060059
2007-04-20,3254.76001
2007-04-23,3319.01001
2007-04-24,3291.929932
2007-04-25,3309.429932
2007-04-26,3350.340088
2007-04-27,3318.379883
2007-04-30,3270.72998
2007-05-02,3271.98999
2007-05-03,3271.530029
2007-05-04,3278.47998
2007-05-07,3329.889893
2007-05-08,3333.949951
2007-05-09,3345.97998
2007-05-10,3342.209961
2007-05-11,3364.610107
2007-05-14,3364.610107
2007-05-15,3408.72998
2007-05-16,3409.199951
2007-05-17,3417.689941
2007-05-18,3449.179932
2007-05-21,3466.340088
2007-05-22,3505.030029
2007-05-23,3466.560059
2007-05-24,3470.77002
2007-05-25,3441.76001
2007-05-28,3443.560059
2007-05-29,3452.620117
2007-05-30,3398.550049
2007-05-31,3474.669922
2007-06-01,3547.350098
2007-06-04,3622.939941
2007-06-05,3608.139893
2007-06-06,3570.469971
2007-06-07,3528.790039
2007-06-08,3526.72998
2007-06-11,3526.72998
2007-06-13,3543.820068
2007-06-14,3628.620117
2007-06-15,3671.290039
2007-06-18,3680.550049
2007-06-19,3667.139893
2007-06-20,3718.879883
2007-06-21,3714.590088
2007-06-22,3701.159912
2007-06-25,3652.919922
2007-06-26,3656.550049
2007-06-27,3585.300049
2007-06-28,3642.72998
2007-06-29,3660.860107
2007-07-02,3682.72998
2007-07-04,3724.560059
2007-07-05,3791.419922
2007-07-06,3751.02002
2007-07-09,3736.26001
2007-07-10,3713.219971
2007-07-11,3696.51001
2007-07-12,3756.75
2007-07-13,3786.02002
2007-07-16,3753.26001
2007-07-17,3729.679932
2007-07-18,3734.800049
2007-07-19,3702.909912
2007-07-20,3738.280029
2007-07-23,3737.790039
2007-07-24,3706.23999
2007-07-25,3645.51001
2007-07-26,3659.679932
2007-07-27,3518.76001
2007-07-30,3467.459961
2007-07-31,3501.199951
2007-08-01,3426.449951
2007-08-02,3359.02002
2007-08-03,3352.23999
2007-08-06,3256.98999
2007-08-07,3348.340088
2007-08-08,3375.909912
2007-08-09,3385.199951
2007-08-10,3281.959961
2007-08-13,3267.030029
2007-08-14,3263.560059
2007-08-15,3130.340088
2007-08-16,2942.310059
2007-08-17,2884.340088
2007-08-21,3167.52002
2007-08-22,3139.459961
2007-08-23,3229.149902
2007-08-24,3206.939941
2007-08-28,3251.77002
2007-08-29,3209.530029
2007-08-30,3320.340088
2007-08-31,3365.290039
2007-09-03,3369.139893
2007-09-04,3312.300049
2007-09-05,3342.350098
2007-09-06,3326.530029
2007-09-07,3332.969971
2007-09-10,3281.080078
2007-09-11,3267.969971
2007-09-12,3307.600098
2007-09-13,3289.219971
2007-09-14,3294.550049
2007-09-17,3307.429932
2007-09-18,3289.75
2007-09-19,3362.97998
2007-09-20,3442.379883
2007-09-21,3423.72998
2007-09-24,3434.449951
2007-09-25,3440.669922
2007-09-26,3475.75
