Date,Close
16/07/2007,3753.26001
17/07/2007,3729.679932
18/07/2007,3734.800049
19/07/2007,3702.909912
20/07/2007,3738.280029
23/07/2007,3737.790039
24/07/2007,3706.23999
25/07/2007,3645.51001
26/07/2007,3659.679932
27/07/2007,3518.76001
30/07/2007,3467.459961
31/07/2007,3501.199951
01/08/2007,3426.449951
02/08/2007,3359.02002
03/08/2007,3352.23999
06/08/2007,3256.98999
07/08/2007,3348.340088
08/08/2007,3375.909912
09/08/2007,3385.199951
10/08/2007,3281.959961
13/08/2007,3267.030029
14/08/2007,3263.560059
15/08/2007,3130.340088
16/08/2007,2942.310059
17/08/2007,2884.340088
21/08/2007,3167.52002
22/08/2007,3139.459961
23/08/2007,3229.149902
24/08/2007,3206.939941
28/08/2007,3251.77002
29/08/2007,3209.530029
30/08/2007,3320.340088
31/08/2007,3365.290039
03/09/2007,3369.139893
04/09/2007,3312.300049
05/09/2007,3342.350098
06/09/2007,3326.530029
07/09/2007,3332.969971
10/09/2007,3281.080078
11/09/2007,3267.969971
12/09/2007,3307.600098
13/09/2007,3289.219971
14/09/2007,3294.550049
17/09/2007,3307.429932
18/09/2007,3289.75
19/09/2007,3362.97998
20/09/2007,3442.379883
21/09/2007,3423.72998
24/09/2007,3434.449951
25/09/2007,3440.669922
26/09/2007,3475.75
27/09/2007,3577.51001
28/09/2007,3572.899902
01/10/2007,3597.919922
02/10/2007,3677.189941
03/10/2007,3769.820068
04/10/2007,3775.459961
05/10/2007,3775.909912
08/10/2007,3873.5
09/10/2007,3776
10/10/2007,3834.709961
11/10/2007,3824.199951
12/10/2007,3824.199951
15/10/2007,3861.379883
16/10/2007,3815.219971
17/10/2007,3760.040039
18/10/2007,3771.120117
19/10/2007,3819.75
22/10/2007,3667.870117
23/10/2007,3697.169922
24/10/2007,3763.469971
25/10/2007,3767.780029
26/10/2007,3784.879883
29/10/2007,3784.879883
30/10/2007,3783.429932
31/10/2007,3758.969971
01/11/2007,3758.969971
02/11/2007,3758.969971
05/11/2007,3774.810059
06/11/2007,3773.629883
07/11/2007,3788.26001
08/11/2007,3692.100098
09/11/2007,3703.659912
12/11/2007,3618.370117
13/11/2007,3599.48999
14/11/2007,3681.620117
15/11/2007,3672.219971
16/11/2007,3598.959961
19/11/2007,3645.219971
20/11/2007,3540.610107
21/11/2007,3510.48999
22/11/2007,3478.939941
23/11/2007,3494.439941
26/11/2007,3537.290039
27/11/2007,3524.189941
28/11/2007,3537
29/11/2007,3578.550049
03/12/2007,3626.879883
04/12/2007,3644.449951
05/12/2007,3648.709961
06/12/2007,3733.959961
07/12/2007,3745.389893
10/12/2007,3675.52002
11/12/2007,3672.379883
12/12/2007,3605.590088
13/12/2007,3626.209961
14/12/2007,3538.689941
17/12/2007,3486.820068
18/12/2007,3470.209961
19/12/2007,3466.280029
20/12/2007,3491.959961
21/12/2007,3532.97998
24/12/2007,3532.97998
26/12/2007,3612.629883
27/12/2007,3667.639893
28/12/2007,3621.600098
02/01/2008,3617.290039
03/01/2008,3501.379883
04/01/2008,3479.370117
07/01/2008,3388.810059
08/01/2008,3420.560059
09/01/2008,3416.080078
10/01/2008,3454.600098
11/01/2008,3503.699951
14/01/2008,3482.280029
15/01/2008,3447.290039
16/01/2008,3351.659912
17/01/2008,3248.889893
18/01/2008,3168.300049
21/01/2008,3152.300049
22/01/2008,2978.409912
23/01/2008,3058.26001
24/01/2008,3147.419922
25/01/2008,3237.409912
28/01/2008,3203.560059
29/01/2008,3224.23999
30/01/2008,3256.530029
31/01/2008,3266
01/02/2008,3294.080078
04/02/2008,3323.25
05/02/2008,3283.560059
06/02/2008,3228.840088
07/02/2008,3223.199951
08/02/2008,3241.129883
11/02/2008,3179.47998
12/02/2008,3200.899902
13/02/2008,3223.350098
14/02/2008,3211.600098
15/02/2008,3182.850098
18/02/2008,3163.25
19/02/2008,3190.669922
20/02/2008,3181.050049
21/02/2008,3176.060059
22/02/2008,3080.23999
26/02/2008,3079.540039
27/02/2008,3105
28/02/2008,3112.850098
29/02/2008,3129.98999
03/03/2008,3079.98999
04/03/2008,3108.719971
05/03/2008,3092.649902
06/03/2008,3116.840088
07/03/2008,3028.72998
10/03/2008,2908.879883
11/03/2008,2909
12/03/2008,2953.389893
13/03/2008,2940.469971
14/03/2008,2906.530029
17/03/2008,2793.679932
18/03/2008,2777.419922
19/03/2008,2817.580078
24/03/2008,2867.5
25/03/2008,2892.199951
26/03/2008,2918.370117
27/03/2008,2925.909912
28/03/2008,2956.02002
31/03/2008,2984.669922
01/04/2008,2969.830078
02/04/2008,3048.310059
03/04/2008,3034.810059
04/04/2008,2983.040039
08/04/2008,2981.120117
09/04/2008,2961.780029
10/04/2008,2955.110107
11/04/2008,2940.97998
14/04/2008,2918.27002
15/04/2008,2904.72998
16/04/2008,2921.73999
17/04/2008,2940.47998
18/04/2008,2915.669922
21/04/2008,2890.919922
22/04/2008,2855.75
23/04/2008,2824.810059
24/04/2008,2844.02002
25/04/2008,2777.929932
28/04/2008,2739.439941
29/04/2008,2754.290039
30/04/2008,2749.77002
01/05/2008,2749.77002
02/05/2008,2722.949951
06/05/2008,2727.699951
07/05/2008,2739.429932
08/05/2008,2760.620117
09/05/2008,2779.419922
12/05/2008,2803.48999
13/05/2008,2849.290039
14/05/2008,2862.530029
15/05/2008,2878.26001
16/05/2008,2879.949951
19/05/2008,2877.459961
20/05/2008,2896.149902
21/05/2008,2872.449951
22/05/2008,2838.580078
23/05/2008,2849.280029
26/05/2008,2840.52002
27/05/2008,2855.97998
28/05/2008,2833.27002
29/05/2008,2802.219971
30/05/2008,2827.439941
02/06/2008,2825.889893
03/06/2008,2782.800049
04/06/2008,2773.120117
05/06/2008,2718.419922
06/06/2008,2739.699951
09/06/2008,2739.699951
10/06/2008,2645.949951
11/06/2008,2579.280029
12/06/2008,2544.889893
13/06/2008,2554.75
17/06/2008,2637.26001
18/06/2008,2628.199951
19/06/2008,2592.590088
20/06/2008,2578.570068
23/06/2008,2499.379883
24/06/2008,2474.870117
25/06/2008,2510.800049
26/06/2008,2521.610107
27/06/2008,2466.280029
30/06/2008,2459.97998
01/07/2008,2415.25
02/07/2008,2393.899902
03/07/2008,2339.840088
04/07/2008,2369.209961
07/07/2008,2414.659912
08/07/2008,2450.550049
09/07/2008,2481.530029
10/07/2008,2450.620117
11/07/2008,2437.98999
14/07/2008,2457.27002
15/07/2008,2413.26001
16/07/2008,2373.699951
17/07/2008,2393.620117
18/07/2008,2389.52002
21/07/2008,2416.620117
22/07/2008,2409.97998
23/07/2008,2462.939941
24/07/2008,2535.909912
25/07/2008,2512.719971
28/07/2008,2540.810059
29/07/2008,2526.040039
30/07/2008,2583.830078
31/07/2008,2577.100098
01/08/2008,2584.209961
04/08/2008,2599.98999
05/08/2008,2602.379883
06/08/2008,2697.209961
07/08/2008,2684.639893
08/08/2008,2692.810059
11/08/2008,2768.52002
12/08/2008,2755.860107
13/08/2008,2721.939941
14/08/2008,2727.280029
15/08/2008,2725.149902
19/08/2008,2691.199951
20/08/2008,2681.659912
21/08/2008,2656.919922
22/08/2008,2653.179932
26/08/2008,2637.649902
27/08/2008,2646.699951
28/08/2008,2655.75
29/08/2008,2688.090088
01/09/2008,2686.52002
02/09/2008,2708.25
03/09/2008,2750.030029
04/09/2008,2754.050049
05/09/2008,2724.719971
08/09/2008,2728.530029
09/09/2008,2721.52002
10/09/2008,2709.48999
11/09/2008,2672.560059
12/09/2008,2646.120117
15/09/2008,2536.159912
16/09/2008,2421.719971
17/09/2008,2457
18/09/2008,2352.370117
19/09/2008,2462.790039
22/09/2008,2520.129883
23/09/2008,2486.290039
24/09/2008,2510.320068
25/09/2008,2566.370117
26/09/2008,2597.22998
29/09/2008,2607.580078
30/09/2008,2569.649902
01/10/2008,2569.649902
03/10/2008,2566.209961
06/10/2008,2499.530029
07/10/2008,2424.189941
08/10/2008,2307.73999
09/10/2008,2288.439941
10/10/2008,2097.800049
13/10/2008,2118.75
14/10/2008,2273.649902
15/10/2008,2238.409912
16/10/2008,2122.370117
17/10/2008,2098.26001
20/10/2008,2062.879883
21/10/2008,2116.73999
22/10/2008,2093.01001
23/10/2008,1995.920044
24/10/2008,1953.48999
27/10/2008,1713.829956
28/10/2008,1704.410034
29/10/2008,1780.640015
30/10/2008,1864.930054
31/10/2008,1951.089966
03/11/2008,2025.579956
04/11/2008,2003.040039
05/11/2008,2006.209961
06/11/2008,1941.619995
07/11/2008,1921.339966
10/11/2008,1938.969971
11/11/2008,1948.219971
12/11/2008,1948.719971
13/11/2008,1918.969971
14/11/2008,1978.050049
17/11/2008,1940
18/11/2008,1873.599976
19/11/2008,1908.180054
20/11/2008,1842.329956
21/11/2008,1765.900024
24/11/2008,1799.719971
25/11/2008,1908.180054
26/11/2008,1932.910034
27/11/2008,1967.01001
28/11/2008,1971.569946
02/12/2008,1879.869995
03/12/2008,1905.280029
04/12/2008,1890.890015
05/12/2008,1888.959961
08/12/2008,1908.680054
09/12/2008,1935.069946
10/12/2008,1938.819946
11/12/2008,1933.119995
12/12/2008,1893.73999
15/12/2008,1913.26001
16/12/2008,1889.319946
17/12/2008,1904.560059
18/12/2008,1901.459961
19/12/2008,1903.530029
22/12/2008,1840.939941
23/12/2008,1862.189941
24/12/2008,1872.849976
26/12/2008,null
30/12/2008,null
02/01/2009,null
05/01/2009,1974.689941
06/01/2009,1969.579956
07/01/2009,2003.890015
08/01/2009,1970.719971
09/01/2009,1984.880005
12/01/2009,1997.829956
13/01/2009,1996.040039
14/01/2009,1984.920044
15/01/2009,1954.969971
16/01/2009,1950.130005
19/01/2009,1922.98999
20/01/2009,1897.930054
21/01/2009,1840.119995
22/01/2009,1863.52002
23/01/2009,1857.339966
26/01/2009,1869.920044
27/01/2009,1880.810059
28/01/2009,1869.560059
29/01/2009,1860.689941
30/01/2009,1825.089966
02/02/2009,1833.569946
03/02/2009,1826.130005
04/02/2009,1847.550049
05/02/2009,1892.069946
06/02/2009,1942.47998
09/02/2009,1951.459961
10/02/2009,1917.569946
11/02/2009,1897.75
12/02/2009,1924.099976
13/02/2009,1919.660034
16/02/2009,1915.790039
17/02/2009,1899.900024
18/02/2009,1892.22998
19/02/2009,1899.800049
20/02/2009,1881.439941
24/02/2009,1869.589966
25/02/2009,1887.099976
26/02/2009,1880.380005
27/02/2009,1872.219971
02/03/2009,1856.430054
03/03/2009,1859.97998
04/03/2009,1885.920044
05/03/2009,1924.300049
06/03/2009,1920.160034
09/03/2009,1890.619995
10/03/2009,1873.219971
11/03/2009,1901.420044
12/03/2009,1879.670044
13/03/2009,1856.099976
16/03/2009,1769.670044
17/03/2009,1759.329956
18/03/2009,1770.280029
19/03/2009,1780.26001
20/03/2009,1833.900024
23/03/2009,1879.089966
24/03/2009,1917.689941
25/03/2009,1939.540039
26/03/2009,1988.26001
27/03/2009,2040.25
30/03/2009,2023.109985
31/03/2009,1986.219971
01/04/2009,1967.280029
02/04/2009,1982.880005
03/04/2009,2028.589966
06/04/2009,2028.589966
07/04/2009,2051.689941
08/04/2009,2072.810059
09/04/2009,2072.810059
13/04/2009,2043.199951
14/04/2009,2037.089966
15/04/2009,2022.48999
16/04/2009,2064.659912
17/04/2009,2094.129883
20/04/2009,2086.719971
21/04/2009,2049.399902
22/04/2009,2073.310059
23/04/2009,2068.300049
